person_age,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_int_rate,credit_score,loan_status
22.0,86449.0,0,MORTGAGE,15000.0,14.96,698,1
26.0,86423.0,6,OWN,16500.0,16.45,637,1
26.0,141961.0,6,RENT,13800.0,7.49,597,0
24.0,40173.0,0,OWN,5600.0,14.42,597,0
26.0,115928.0,4,MORTGAGE,20000.0,16.7,638,0
25.0,115890.0,1,MORTGAGE,5000.0,11.83,649,0
25.0,92790.0,3,RENT,13900.0,10.62,646,0
21.0,116314.0,0,OWN,7000.0,12.53,658,0
24.0,115914.0,1,MORTGAGE,6000.0,13.92,479,0
26.0,51390.0,5,RENT,14000.0,6.92,675,1
23.0,116204.0,0,OTHER,12000.0,11.01,654,0
26.0,51244.0,8,RENT,14000.0,9.45,664,1
22.0,116099.0,0,MORTGAGE,11400.0,13.04,476,0
25.0,102033.0,1,MORTGAGE,2125.0,15.01,678,1
24.0,53000.0,6,RENT,14000.0,7.51,727,1
23.0,116557.0,5,MORTGAGE,10000.0,5.42,684,0
24.0,116687.0,2,MORTGAGE,14400.0,7.88,645,0
23.0,116476.0,1,MORTGAGE,25200.0,15.65,598,0
26.0,116949.0,6,MORTGAGE,15000.0,6.17,596,0
22.0,117262.0,0,MORTGAGE,18000.0,10.25,601,0
25.0,116859.0,5,MORTGAGE,10000.0,6.17,734,0
26.0,117229.0,1,MORTGAGE,18000.0,7.51,590,0
24.0,116992.0,0,MORTGAGE,14000.0,17.19,655,0
26.0,117096.0,1,OTHER,25000.0,11.58,583,0
25.0,117200.0,5,MORTGAGE,18000.0,7.9,593,0
25.0,47961.0,0,RENT,14000.0,16.49,627,1
24.0,117453.0,0,MORTGAGE,9300.0,6.17,528,0
23.0,117847.0,3,MORTGAGE,12000.0,9.91,598,0
25.0,117393.0,4,MORTGAGE,8000.0,11.01,704,0
24.0,117073.0,2,MORTGAGE,6400.0,15.96,499,0
26.0,117355.0,4,MORTGAGE,4000.0,6.62,579,0
23.0,87263.0,0,MORTGAGE,35000.0,15.99,571,1
22.0,117871.0,0,MORTGAGE,5000.0,6.99,664,0
22.0,56219.0,1,RENT,14000.0,8.49,596,0
23.0,117321.0,0,MORTGAGE,16000.0,6.62,708,0
24.0,48716.0,0,RENT,14000.0,15.58,630,1
24.0,117039.0,4,MORTGAGE,8000.0,11.11,621,0
23.0,57218.0,2,RENT,14000.0,10.37,528,0
23.0,117212.0,0,OWN,15000.0,9.63,631,0
24.0,117496.0,0,MORTGAGE,22000.0,12.68,699,0
23.0,117469.0,1,MORTGAGE,15000.0,16.4,648,0
24.0,57001.0,0,RENT,14000.0,7.88,601,0
22.0,117363.0,0,MORTGAGE,12975.0,6.91,522,0
26.0,117617.0,3,MORTGAGE,6000.0,13.61,663,0
23.0,117759.0,0,MORTGAGE,5000.0,7.51,667,0
24.0,117305.0,0,MORTGAGE,6800.0,13.61,632,0
23.0,51098.0,3,RENT,14000.0,16.89,656,1
25.0,117363.0,5,MORTGAGE,25000.0,14.59,577,0
23.0,117623.0,3,MORTGAGE,4800.0,11.01,608,0
22.0,117669.0,1,MORTGAGE,10000.0,13.57,598,0
24.0,59873.0,0,RENT,14000.0,11.71,630,0
23.0,117129.0,0,MORTGAGE,4000.0,16.32,610,0
26.0,54109.0,6,RENT,14000.0,14.83,536,1
23.0,117617.0,0,MORTGAGE,1800.0,11.01,623,0
22.0,117291.0,0,MORTGAGE,7500.0,11.34,574,0
24.0,117654.0,1,MORTGAGE,12000.0,10.28,610,0
26.0,103580.0,5,MORTGAGE,14000.0,11.01,566,1
26.0,118146.0,2,OWN,10000.0,5.99,670,0
24.0,61119.0,3,RENT,14000.0,9.88,575,0
24.0,61014.0,1,RENT,14000.0,12.21,506,0
25.0,103630.0,2,MORTGAGE,24000.0,17.19,618,1
23.0,117910.0,3,MORTGAGE,14500.0,7.51,581,0
25.0,118055.0,5,MORTGAGE,8000.0,7.49,650,0
24.0,118254.0,0,MORTGAGE,25000.0,11.12,626,0
26.0,118436.0,1,MORTGAGE,10400.0,9.32,554,0
23.0,118230.0,0,MORTGAGE,5575.0,6.54,569,0
23.0,118485.0,0,MORTGAGE,15000.0,6.54,586,0
23.0,63735.0,0,RENT,14000.0,6.91,599,0
23.0,39496.0,2,OWN,3500.0,15.27,595,0
22.0,104107.0,0,MORTGAGE,3500.0,14.74,649,1
24.0,118671.0,0,OWN,12000.0,6.03,663,0
23.0,64444.0,0,RENT,14000.0,14.27,656,0
24.0,118311.0,2,MORTGAGE,10000.0,11.71,604,0
24.0,119084.0,4,MORTGAGE,10000.0,6.62,607,0
21.0,64467.0,0,RENT,14000.0,14.65,692,0
25.0,118724.0,0,MORTGAGE,2000.0,5.42,669,0
24.0,118515.0,4,OWN,12000.0,7.49,681,0
22.0,39399.0,0,OWN,3000.0,6.99,653,0
26.0,118368.0,5,MORTGAGE,12000.0,8.49,641,0
23.0,118913.0,0,OWN,10000.0,18.07,605,0
21.0,118564.0,0,MORTGAGE,6000.0,10.59,628,0
24.0,118804.0,2,MORTGAGE,6500.0,11.11,614,0
25.0,65775.0,2,RENT,14000.0,10.99,669,0
25.0,103864.0,0,MORTGAGE,5000.0,10.36,632,1
22.0,65600.0,1,RENT,14000.0,7.14,649,0
22.0,118479.0,1,MORTGAGE,25000.0,14.46,611,0
24.0,118506.0,5,MORTGAGE,5000.0,5.79,676,0
23.0,118701.0,4,MORTGAGE,10000.0,11.01,648,0
22.0,58683.0,2,RENT,14000.0,13.92,631,1
25.0,104225.0,4,MORTGAGE,24000.0,11.01,527,1
22.0,104119.0,1,MORTGAGE,18000.0,13.48,663,1
26.0,118562.0,4,MORTGAGE,14000.0,7.88,634,0
24.0,104157.0,2,MORTGAGE,20000.0,10.99,657,1
20.0,118478.0,0,MORTGAGE,24250.0,11.01,594,0
25.0,67131.0,3,RENT,14000.0,6.62,611,0
26.0,67259.0,5,RENT,14000.0,9.99,669,0
23.0,118165.0,0,MORTGAGE,10000.0,8.94,693,0
24.0,118576.0,0,MORTGAGE,25000.0,11.83,602,0
23.0,104217.0,0,MORTGAGE,4800.0,16.0,646,1
23.0,118819.0,2,MORTGAGE,14500.0,8.94,656,0
23.0,39348.0,0,OWN,7500.0,12.98,629,0
25.0,118868.0,4,MORTGAGE,1000.0,11.14,613,0
23.0,118792.0,0,MORTGAGE,20000.0,13.57,583,0
25.0,118877.0,4,MORTGAGE,6400.0,9.63,543,0
25.0,118626.0,0,OWN,2000.0,7.37,673,0
22.0,118332.0,0,MORTGAGE,16000.0,7.66,637,0
25.0,104173.0,4,MORTGAGE,15000.0,6.91,659,1
23.0,66723.0,0,RENT,14000.0,11.66,679,0
21.0,66963.0,0,RENT,14000.0,6.54,627,0
23.0,88826.0,0,MORTGAGE,7000.0,9.63,558,1
21.0,119036.0,0,MORTGAGE,15000.0,11.36,577,0
21.0,118511.0,0,MORTGAGE,10000.0,6.62,535,0
23.0,118603.0,1,MORTGAGE,9400.0,6.62,647,0
23.0,119014.0,0,MORTGAGE,9000.0,6.62,622,0
26.0,119086.0,1,MORTGAGE,8450.0,6.99,623,0
22.0,68230.0,0,RENT,14000.0,12.21,608,0
24.0,118970.0,1,MORTGAGE,8000.0,12.68,633,0
23.0,119097.0,3,MORTGAGE,10000.0,11.14,679,0
22.0,68145.0,1,RENT,14000.0,14.35,582,0
23.0,39549.0,3,OWN,6500.0,8.59,653,0
24.0,119457.0,3,MORTGAGE,10000.0,8.59,571,0
25.0,68320.0,3,RENT,14000.0,6.92,655,0
26.0,119453.0,5,MORTGAGE,9600.0,13.06,668,0
24.0,39174.0,0,OWN,15000.0,11.01,681,0
24.0,68539.0,0,RENT,14000.0,12.61,617,0
23.0,119425.0,2,MORTGAGE,1000.0,11.49,614,0
22.0,120128.0,0,MORTGAGE,18000.0,8.9,664,0
24.0,120015.0,1,MORTGAGE,12000.0,6.03,564,0
26.0,69901.0,3,RENT,14000.0,10.37,621,0
26.0,119678.0,4,MORTGAGE,5000.0,11.49,542,0
25.0,70717.0,4,RENT,14000.0,12.61,689,0
26.0,72725.0,5,RENT,14000.0,12.69,603,0
22.0,73042.0,0,RENT,14000.0,6.03,679,0
25.0,120018.0,6,MORTGAGE,15000.0,6.17,642,0
23.0,72868.0,0,RENT,14000.0,14.84,682,0
23.0,119770.0,0,MORTGAGE,1800.0,7.88,563,0
26.0,119511.0,2,MORTGAGE,20000.0,14.22,670,0
24.0,119525.0,0,MORTGAGE,12250.0,9.88,606,0
22.0,72545.0,0,RENT,14000.0,7.88,665,0
26.0,119937.0,2,MORTGAGE,8000.0,14.91,705,0
23.0,120133.0,2,MORTGAGE,23000.0,6.91,593,0
24.0,106079.0,3,MORTGAGE,8000.0,11.01,643,1
22.0,73136.0,0,RENT,14000.0,13.48,651,0
25.0,120286.0,3,MORTGAGE,8500.0,11.58,619,0
23.0,120361.0,1,MORTGAGE,25000.0,15.7,681,0
25.0,65711.0,4,RENT,14000.0,14.59,673,1
25.0,120524.0,5,MORTGAGE,12800.0,12.42,612,0
22.0,120572.0,0,MORTGAGE,7125.0,7.51,628,0
22.0,120419.0,0,MORTGAGE,5000.0,9.67,511,0
23.0,120365.0,4,MORTGAGE,5500.0,14.74,688,0
22.0,73097.0,3,RENT,14000.0,12.73,693,0
24.0,120283.0,0,MORTGAGE,12000.0,9.62,580,0
25.0,120536.0,3,MORTGAGE,12000.0,8.94,633,0
26.0,120888.0,0,MORTGAGE,2700.0,11.01,681,0
25.0,73300.0,6,RENT,14000.0,11.01,639,0
23.0,121095.0,0,MORTGAGE,20000.0,7.49,645,0
25.0,120998.0,4,MORTGAGE,8000.0,11.01,614,0
23.0,120827.0,0,MORTGAGE,4800.0,11.49,678,0
22.0,74202.0,2,RENT,14000.0,6.99,679,0
25.0,121126.0,3,MORTGAGE,12000.0,10.38,674,0
23.0,75796.0,0,RENT,14000.0,10.99,651,0
24.0,120907.0,3,MORTGAGE,10000.0,13.61,700,0
24.0,75082.0,5,RENT,14000.0,8.59,631,0
25.0,121283.0,6,MORTGAGE,8000.0,8.0,631,0
24.0,76300.0,6,RENT,14000.0,12.69,689,0
23.0,120733.0,1,MORTGAGE,25000.0,11.71,604,0
24.0,120793.0,3,MORTGAGE,6600.0,9.91,614,0
22.0,77719.0,0,RENT,14000.0,7.88,586,0
23.0,79260.0,0,RENT,14000.0,10.65,599,0
23.0,121206.0,3,MORTGAGE,35000.0,16.77,667,0
23.0,79401.0,0,RENT,14000.0,9.99,646,0
24.0,78961.0,3,RENT,14000.0,10.99,583,0
23.0,120940.0,4,MORTGAGE,14000.0,17.58,693,0
23.0,121147.0,0,MORTGAGE,15000.0,13.49,523,0
24.0,121131.0,4,OWN,6000.0,8.9,616,0
22.0,79103.0,2,RENT,14000.0,7.49,544,0
26.0,79958.0,3,RENT,14000.0,6.62,633,0
25.0,121271.0,0,MORTGAGE,6000.0,8.9,622,0
25.0,38473.0,7,OWN,15000.0,6.03,624,0
23.0,80238.0,0,RENT,14000.0,12.99,645,0
25.0,121181.0,6,MORTGAGE,12000.0,9.91,638,0
26.0,120871.0,3,MORTGAGE,9200.0,6.03,677,0
22.0,120971.0,0,MORTGAGE,9000.0,11.01,599,0
25.0,106969.0,0,MORTGAGE,20000.0,17.58,687,1
23.0,120935.0,0,OWN,35000.0,16.77,644,0
25.0,120976.0,2,MORTGAGE,4800.0,10.65,690,0
25.0,121211.0,3,MORTGAGE,11650.0,6.62,679,0
23.0,106591.0,3,MORTGAGE,8400.0,14.65,614,1
24.0,83657.0,0,RENT,14000.0,12.61,660,0
26.0,84308.0,2,RENT,14000.0,9.63,611,0
25.0,120882.0,3,MORTGAGE,15000.0,6.03,560,0
25.0,77835.0,3,RENT,14000.0,14.42,601,1
21.0,85263.0,0,RENT,14000.0,6.99,637,0
23.0,38098.0,1,OWN,6000.0,10.37,684,0
25.0,84788.0,1,RENT,14000.0,9.99,679,0
24.0,67978.0,1,RENT,14000.0,14.96,583,1
22.0,120877.0,1,MORTGAGE,6000.0,8.49,646,0
24.0,120952.0,0,MORTGAGE,8000.0,9.99,586,0
24.0,87063.0,2,RENT,14000.0,7.9,613,0
26.0,120668.0,6,MORTGAGE,12000.0,5.99,675,0
23.0,87391.0,3,RENT,14000.0,10.75,610,0
23.0,106578.0,1,MORTGAGE,1000.0,13.49,652,1
21.0,87636.0,0,RENT,14000.0,13.49,557,0
22.0,120821.0,1,MORTGAGE,14350.0,9.99,640,0
24.0,121090.0,5,MORTGAGE,6000.0,5.42,674,0
24.0,120871.0,4,MORTGAGE,5625.0,6.99,663,0
24.0,120948.0,0,MORTGAGE,5000.0,11.01,690,0
26.0,120818.0,5,MORTGAGE,15000.0,13.99,600,0
23.0,88386.0,1,RENT,14000.0,13.11,680,0
23.0,121040.0,3,MORTGAGE,8000.0,11.49,667,0
25.0,121130.0,2,MORTGAGE,3275.0,5.42,505,0
24.0,120749.0,1,MORTGAGE,10750.0,6.99,599,0
23.0,121115.0,0,MORTGAGE,11200.0,11.49,559,0
23.0,120867.0,1,MORTGAGE,10000.0,10.59,679,0
25.0,121152.0,3,MORTGAGE,16000.0,14.79,612,0
21.0,121012.0,1,MORTGAGE,6200.0,8.49,573,0
26.0,106475.0,3,MORTGAGE,7700.0,14.79,605,1
26.0,90904.0,7,RENT,14000.0,11.11,589,0
22.0,121042.0,0,MORTGAGE,15000.0,7.49,635,0
25.0,120802.0,5,MORTGAGE,7500.0,13.99,568,0
25.0,121083.0,3,MORTGAGE,17600.0,10.59,575,0
22.0,38377.0,0,OWN,4000.0,14.74,664,0
24.0,121310.0,1,MORTGAGE,10000.0,5.99,633,0
22.0,120673.0,0,MORTGAGE,3000.0,11.49,605,0
23.0,120977.0,3,MORTGAGE,11000.0,8.49,686,0
26.0,120871.0,5,OWN,10000.0,10.59,699,0
25.0,120787.0,0,MORTGAGE,15000.0,15.99,637,0
22.0,121513.0,2,MORTGAGE,15000.0,11.99,599,0
24.0,120723.0,1,MORTGAGE,10300.0,15.99,678,0
24.0,106670.0,3,MORTGAGE,24000.0,19.69,657,1
26.0,120977.0,5,MORTGAGE,25000.0,11.99,635,0
25.0,94257.0,2,RENT,14000.0,10.99,660,0
22.0,95385.0,1,RENT,14000.0,13.48,637,0
26.0,96631.0,4,RENT,14000.0,11.01,480,0
23.0,96827.0,0,RENT,14000.0,14.27,595,0
26.0,120839.0,3,MORTGAGE,5000.0,6.92,649,0
26.0,90672.0,3,MORTGAGE,10000.0,14.54,627,1
23.0,120886.0,2,MORTGAGE,10000.0,7.66,631,0
25.0,121077.0,5,MORTGAGE,15000.0,11.01,589,0
24.0,98256.0,0,RENT,14000.0,14.17,555,0
22.0,121230.0,0,MORTGAGE,12000.0,11.11,585,0
24.0,120934.0,0,MORTGAGE,6000.0,5.79,686,0
22.0,99334.0,0,RENT,14000.0,7.9,648,0
23.0,120970.0,0,MORTGAGE,9125.0,11.11,666,0
25.0,121172.0,2,MORTGAGE,12000.0,5.79,637,0
24.0,121046.0,0,MORTGAGE,30000.0,18.62,652,0
25.0,121266.0,2,MORTGAGE,7000.0,5.79,559,0
24.0,120811.0,2,MORTGAGE,12000.0,6.92,662,0
24.0,121194.0,1,MORTGAGE,12800.0,5.79,542,0
24.0,120754.0,3,MORTGAGE,20000.0,6.17,652,0
24.0,120805.0,4,MORTGAGE,7700.0,10.74,556,0
22.0,120667.0,0,MORTGAGE,10000.0,10.74,651,0
23.0,121433.0,2,MORTGAGE,25000.0,17.14,574,0
25.0,120761.0,2,MORTGAGE,7500.0,6.54,626,0
23.0,121274.0,2,MORTGAGE,16000.0,6.17,659,0
23.0,104053.0,2,RENT,14000.0,6.62,663,0
24.0,106608.0,0,RENT,14000.0,9.99,675,0
26.0,109124.0,1,RENT,14000.0,6.03,596,0
21.0,106482.0,0,MORTGAGE,25000.0,14.83,522,1
25.0,110050.0,2,RENT,14000.0,12.23,683,0
25.0,121016.0,3,OWN,15000.0,6.17,605,0
23.0,120994.0,0,MORTGAGE,17000.0,5.79,611,0
23.0,114831.0,3,RENT,14000.0,12.69,605,0
24.0,120962.0,0,MORTGAGE,10000.0,6.54,580,0
26.0,121083.0,1,MORTGAGE,2000.0,5.42,606,0
24.0,121085.0,1,MORTGAGE,5000.0,9.62,547,0
24.0,121186.0,3,MORTGAGE,16000.0,6.54,666,0
23.0,120760.0,2,MORTGAGE,14000.0,6.17,640,0
23.0,100690.0,0,RENT,14000.0,17.51,695,1
24.0,114752.0,1,RENT,14000.0,11.01,638,0
22.0,121090.0,3,MORTGAGE,20000.0,6.91,586,0
23.0,120988.0,3,MORTGAGE,5400.0,12.23,671,0
22.0,120969.0,0,MORTGAGE,13500.0,11.01,531,0
26.0,121156.0,2,RENT,14000.0,13.85,620,0
24.0,121210.0,0,MORTGAGE,16800.0,7.88,637,0
24.0,90876.0,3,RENT,14000.0,16.45,545,1
25.0,120643.0,2,MORTGAGE,15000.0,7.88,501,0
24.0,120909.0,4,MORTGAGE,14000.0,10.75,599,0
25.0,120996.0,4,MORTGAGE,13750.0,15.95,699,0
24.0,120940.0,6,MORTGAGE,3600.0,13.23,675,0
24.0,121274.0,0,MORTGAGE,7000.0,6.76,701,0
24.0,127127.0,3,RENT,14000.0,7.88,593,0
26.0,120845.0,1,MORTGAGE,17000.0,13.61,657,0
24.0,118460.0,3,RENT,14000.0,14.26,614,1
25.0,120717.0,0,MORTGAGE,7000.0,13.98,648,0
25.0,121101.0,4,MORTGAGE,10000.0,7.51,655,0
23.0,121171.0,2,MORTGAGE,15000.0,7.88,626,0
24.0,121266.0,1,MORTGAGE,16000.0,14.72,586,0
24.0,133132.0,0,RENT,14000.0,7.88,633,0
25.0,121158.0,1,MORTGAGE,25000.0,10.75,619,0
23.0,136528.0,2,RENT,14000.0,13.49,630,0
23.0,144787.0,2,RENT,14000.0,9.99,659,0
26.0,120967.0,3,MORTGAGE,24000.0,10.99,706,0
22.0,120956.0,0,MORTGAGE,15000.0,13.85,608,0
24.0,145248.0,1,RENT,14000.0,10.0,573,0
25.0,121010.0,7,MORTGAGE,4800.0,7.14,625,0
23.0,120810.0,3,MORTGAGE,20000.0,11.36,541,0
26.0,145225.0,0,RENT,14000.0,11.01,607,0
26.0,121187.0,4,MORTGAGE,14000.0,13.11,572,0
23.0,147377.0,2,RENT,14000.0,13.48,678,0
25.0,121230.0,0,MORTGAGE,15000.0,12.73,535,0
24.0,120944.0,0,MORTGAGE,25000.0,15.33,659,0
22.0,37192.0,0,OWN,7500.0,11.01,653,0
24.0,120880.0,1,OWN,24000.0,10.99,493,0
22.0,154715.0,0,RENT,14000.0,8.94,633,0
25.0,121301.0,4,MORTGAGE,14000.0,10.25,618,0
22.0,169168.0,1,RENT,14000.0,13.11,637,0
21.0,121010.0,0,OWN,5000.0,7.14,626,0
24.0,175284.0,4,RENT,14000.0,12.84,704,0
24.0,121035.0,0,MORTGAGE,17400.0,16.07,631,0
25.0,120841.0,1,MORTGAGE,8000.0,10.25,650,0
24.0,120820.0,1,MORTGAGE,12000.0,15.33,668,0
22.0,121038.0,0,MORTGAGE,20000.0,11.83,611,0
24.0,178352.0,2,RENT,14000.0,5.42,676,0
22.0,106683.0,0,MORTGAGE,25000.0,18.09,624,1
23.0,121164.0,3,OWN,1000.0,14.26,641,0
23.0,121278.0,0,MORTGAGE,15000.0,16.0,703,0
25.0,120810.0,5,MORTGAGE,25000.0,11.48,648,0
24.0,121015.0,0,MORTGAGE,10000.0,12.87,681,0
22.0,120758.0,0,MORTGAGE,15000.0,8.94,659,0
23.0,30138.0,0,RENT,14075.0,11.01,650,1
26.0,121110.0,1,MORTGAGE,10000.0,14.26,510,0
23.0,120911.0,0,MORTGAGE,7000.0,8.59,539,0
24.0,120708.0,0,MORTGAGE,13000.0,11.48,620,0
21.0,34734.0,0,RENT,14075.0,11.01,626,1
22.0,56223.0,2,RENT,14100.0,14.26,659,1
23.0,121110.0,2,MORTGAGE,10000.0,13.57,611,0
25.0,120823.0,3,MORTGAGE,12000.0,8.94,587,0
23.0,121225.0,0,MORTGAGE,10000.0,12.87,529,0
24.0,120899.0,0,MORTGAGE,12000.0,12.18,487,0
23.0,121312.0,0,MORTGAGE,25000.0,11.58,620,0
24.0,120885.0,3,MORTGAGE,15000.0,12.21,524,0
24.0,106858.0,2,MORTGAGE,25000.0,18.84,697,1
23.0,39356.0,0,RENT,14125.0,7.9,623,1
23.0,120773.0,2,OTHER,15000.0,11.01,506,0
26.0,36814.0,1,OWN,6000.0,7.9,606,0
22.0,121327.0,2,MORTGAGE,24000.0,13.47,630,0
23.0,121175.0,0,MORTGAGE,6850.0,13.47,620,0
25.0,40392.0,1,RENT,14125.0,9.91,565,1
23.0,36763.0,4,OWN,14125.0,6.62,629,0
24.0,106928.0,0,MORTGAGE,15000.0,10.2,608,1
26.0,37016.0,1,OWN,1925.0,6.03,557,0
24.0,120709.0,4,OTHER,25000.0,11.01,681,0
25.0,121138.0,1,OWN,15000.0,11.28,626,0
26.0,121220.0,4,MORTGAGE,7500.0,8.32,607,0
24.0,121386.0,0,MORTGAGE,6000.0,11.01,658,0
24.0,106791.0,1,MORTGAGE,6400.0,11.66,587,1
22.0,48848.0,1,RENT,14125.0,11.49,602,1
26.0,120951.0,4,MORTGAGE,12800.0,9.45,637,0
26.0,111152.0,4,RENT,14200.0,10.99,660,0
23.0,120903.0,0,MORTGAGE,15000.0,11.34,565,0
21.0,94451.0,0,RENT,14275.0,9.91,622,0
26.0,162677.0,0,RENT,14275.0,9.45,629,0
22.0,91237.0,1,MORTGAGE,17000.0,16.02,667,1
23.0,121036.0,0,MORTGAGE,20600.0,12.53,677,0
24.0,106605.0,0,MORTGAGE,1950.0,9.99,713,1
24.0,91033.0,2,MORTGAGE,14000.0,9.99,692,1
24.0,121430.0,1,MORTGAGE,10000.0,16.4,627,0
25.0,121567.0,4,OWN,35000.0,11.99,652,0
23.0,121841.0,0,MORTGAGE,20000.0,7.9,680,0
24.0,42824.0,2,RENT,14400.0,15.7,586,1
26.0,122207.0,5,MORTGAGE,8000.0,11.99,648,0
24.0,121782.0,3,MORTGAGE,21000.0,11.49,667,0
24.0,122239.0,0,MORTGAGE,10800.0,10.75,625,0
25.0,91509.0,4,MORTGAGE,6000.0,14.74,519,1
22.0,37079.0,0,OWN,15000.0,6.62,670,0
24.0,121912.0,0,MORTGAGE,6000.0,5.99,521,0
23.0,44225.0,3,RENT,14400.0,13.57,531,1
24.0,122028.0,0,MORTGAGE,16000.0,7.51,540,0
25.0,122181.0,2,MORTGAGE,17000.0,11.71,585,0
23.0,122231.0,0,MORTGAGE,20000.0,17.43,565,0
22.0,37347.0,0,OWN,7200.0,10.99,559,0
24.0,42327.0,2,RENT,14400.0,16.82,692,1
21.0,45101.0,0,RENT,14400.0,15.05,681,1
26.0,122102.0,0,MORTGAGE,16000.0,7.88,627,0
22.0,122339.0,0,MORTGAGE,25000.0,11.01,722,0
22.0,52670.0,0,RENT,14400.0,11.01,631,1
24.0,122458.0,1,OWN,24250.0,12.53,668,0
24.0,107717.0,4,MORTGAGE,25000.0,15.65,576,1
26.0,52630.0,1,RENT,14400.0,9.62,638,1
21.0,121890.0,0,MORTGAGE,14000.0,10.25,554,0
22.0,52737.0,1,RENT,14400.0,7.88,563,1
22.0,37100.0,0,OWN,6000.0,7.49,629,0
23.0,122452.0,4,MORTGAGE,20500.0,13.48,646,0
26.0,122390.0,7,MORTGAGE,5600.0,6.62,668,0
24.0,122567.0,2,MORTGAGE,9900.0,8.0,685,0
24.0,122825.0,3,MORTGAGE,6400.0,11.01,650,0
23.0,54985.0,1,RENT,14400.0,11.01,606,1
22.0,58532.0,0,RENT,14400.0,13.49,570,0
24.0,123742.0,4,MORTGAGE,13600.0,6.62,600,0
23.0,123128.0,0,OWN,30000.0,16.77,679,0
24.0,61194.0,1,RENT,14400.0,11.01,524,0
25.0,123338.0,3,MORTGAGE,6975.0,9.91,630,0
23.0,62100.0,0,RENT,14400.0,7.51,665,0
23.0,123342.0,0,MORTGAGE,25000.0,11.71,636,0
24.0,55934.0,0,RENT,14400.0,11.01,609,1
23.0,123412.0,0,MORTGAGE,35000.0,7.9,685,0
25.0,123431.0,3,OWN,8000.0,12.42,627,0
24.0,123218.0,0,MORTGAGE,12000.0,15.27,568,0
24.0,123569.0,0,OWN,23800.0,8.9,643,0
21.0,68988.0,0,RENT,14400.0,18.79,592,0
26.0,123206.0,5,MORTGAGE,13000.0,5.42,641,0
24.0,69536.0,3,RENT,14400.0,7.49,625,0
25.0,123491.0,2,MORTGAGE,11200.0,7.91,553,0
22.0,123248.0,0,MORTGAGE,18000.0,8.49,587,0
22.0,123482.0,2,MORTGAGE,10000.0,7.49,607,0
23.0,109212.0,1,MORTGAGE,15000.0,9.99,683,1
24.0,123290.0,1,MORTGAGE,9800.0,10.36,602,0
23.0,123245.0,0,MORTGAGE,6000.0,11.01,656,0
23.0,71633.0,0,RENT,14400.0,11.01,629,0
23.0,123399.0,0,MORTGAGE,10000.0,11.49,573,0
23.0,72178.0,4,RENT,14400.0,8.9,691,0
26.0,123307.0,5,MORTGAGE,6000.0,13.61,710,0
25.0,123380.0,2,MORTGAGE,14400.0,11.01,634,0
23.0,123315.0,4,MORTGAGE,20000.0,11.01,658,0
24.0,123548.0,0,MORTGAGE,7200.0,11.01,670,0
22.0,65719.0,0,RENT,14400.0,11.01,536,1
24.0,123313.0,3,MORTGAGE,20000.0,10.25,598,0
23.0,123540.0,0,MORTGAGE,6000.0,7.51,681,0
26.0,123508.0,3,MORTGAGE,20000.0,11.36,665,0
23.0,74145.0,0,RENT,14400.0,12.84,592,0
25.0,73841.0,0,RENT,14400.0,12.53,678,0
24.0,123535.0,3,OWN,24250.0,11.83,621,0
22.0,123087.0,0,OWN,7000.0,12.87,553,0
25.0,75515.0,1,RENT,14400.0,13.47,608,0
25.0,78012.0,3,RENT,14400.0,9.62,625,0
21.0,123314.0,3,MORTGAGE,18000.0,14.96,685,0
23.0,123061.0,1,OWN,15000.0,8.94,486,0
24.0,85082.0,1,RENT,14400.0,12.68,621,0
24.0,109107.0,0,MORTGAGE,19200.0,12.84,549,1
24.0,84718.0,1,RENT,14400.0,12.23,603,0
23.0,87564.0,0,RENT,14400.0,11.14,685,0
25.0,123617.0,3,MORTGAGE,15000.0,11.58,673,0
24.0,87222.0,2,RENT,14400.0,10.0,516,0
23.0,82699.0,2,RENT,14400.0,17.99,696,1
26.0,123817.0,5,MORTGAGE,25000.0,11.01,657,0
26.0,123885.0,5,MORTGAGE,11800.0,6.03,615,0
24.0,124712.0,2,MORTGAGE,16000.0,7.88,541,0
24.0,124658.0,0,MORTGAGE,20000.0,6.91,628,0
24.0,124427.0,0,MORTGAGE,5000.0,14.22,662,0
22.0,124582.0,0,MORTGAGE,8000.0,7.74,596,0
24.0,124651.0,3,MORTGAGE,21000.0,13.49,614,0
24.0,124760.0,2,OWN,24000.0,16.77,672,0
23.0,124530.0,0,MORTGAGE,4000.0,13.49,651,0
22.0,124793.0,0,MORTGAGE,15000.0,15.99,639,0
25.0,124632.0,3,MORTGAGE,29175.0,11.01,659,0
22.0,124907.0,0,MORTGAGE,2500.0,11.01,688,0
24.0,124712.0,2,MORTGAGE,8000.0,10.74,631,0
23.0,124795.0,0,MORTGAGE,21850.0,10.0,600,0
24.0,124515.0,4,MORTGAGE,6400.0,10.37,672,0
23.0,124605.0,3,MORTGAGE,17000.0,14.35,670,0
22.0,124091.0,1,MORTGAGE,6000.0,11.01,528,0
22.0,92039.0,0,RENT,14400.0,14.35,614,0
23.0,94467.0,1,RENT,14400.0,14.27,649,0
22.0,97151.0,0,RENT,14400.0,11.71,622,0
23.0,97058.0,1,RENT,14400.0,12.68,546,0
26.0,110257.0,0,MORTGAGE,5000.0,14.96,684,1
